time_wall_s,t_s,epsilon_x_mm,e_lat_raw_m,e_lat_raw_mm,e_lat_filtered_m,e_lat_filtered_mm,e_lat_used_m,e_lat_used_mm,theta_raw_rad,theta_filtered_rad,theta_used_rad,de_lat_mps,de_heading_rps,p_lat,d_lat,p_heading,d_heading,outer_kp_lat,outer_kd_lat,outer_kp_heading,outer_kd_heading,outer_gain_multiplier,v_target,v_ref,v_cmd_internal,cmd_v,odom_v,omega_target,omega_ref,omega_cmd_internal,cmd_omega,odom_omega,v_left_ref,v_left_measured,v_left_cmd,v_right_ref,v_right_measured,v_right_cmd,left_wheel_error,right_wheel_error,d_left_wheel_error,d_right_wheel_error,left_pd_correction,right_pd_correction,fps,confidence,lookahead_m,curvature,speed_factor,front_min_m,lidar_ratio,lidar_stop,raw_valid,cmd_published,emergency_stop,odom_x,odom_y,odom_yaw,lane_state,controller_mode,outer_mode,mix_mode,lidar_mode,intent_hint,trajectory_hint,planner_status_hint,controller_mode_code,outer_mode_code,mix_mode_code,lidar_mode_code,intent_hint_code,trajectory_hint_code,planner_status_hint_code,control_error_age_s,cascade_state_age_s,cascade_ref_age_s,cmd_vel_age_s,odom_age_local_s,scan_age_s,controller_error_age_s,controller_odom_age_s
1784808921.541682,0.4511291980743408,-21.1,-0.0211,-21.1,-0.019334729334978484,-19.334729334978483,-0.019334729334978484,-19.334729334978483,-0.15,-0.13724477090214676,-0.13724477090214676,-0.013838178773854782,-0.07975002024198022,-0.010634101134238167,-0.00016605814528625738,-0.0892091010863954,-0.0006380001619358418,0.55,0.012,0.65,0.008,nan,0.20699868782324973,0.20699868782324973,0.20566400814354133,nan,0.23925000429153442,0.1374068652102437,0.1374068652102437,0.10951289381232988,nan,-3.2393828064414265e-08,0.19772372442155828,0.22965500310700243,0.19580784770043164,0.2162736512249412,0.22883169519644403,0.21552016858665102,-0.03193127868544415,-0.012558043971502841,-0.3320863923819256,-0.31393585295257104,-0.0019158767211266492,-0.0007534826382901705,nan,1.0,0.0,1.521,0.6899956260774991,2.815999984741211,1.0,0,1,1,0,2.0773537158966064,-8.923490524291992,nan,FOLLOW_MAIN,cascade_pd_tracking,follow_main,inner_wheel_pd,lidar_disabled,FOLLOW_MAIN,COMMITTED,UNKNOWN,1,1,1,1,1,1,1,nan,0.0001366138458251953,nan,nan,nan,nan,0.023802917001376045,0.011193792000995018
1784808922.540318,1.4497652053833008,-21.1,-0.0211,-21.1,-0.019334729334978484,-19.334729334978483,-0.019334729334978484,-19.334729334978483,-0.15,-0.13724477090214676,-0.13724477090214676,-0.013838178773854782,-0.07975002024198022,-0.010634101134238167,-0.00016605814528625738,-0.0892091010863954,-0.0006380001619358418,0.55,0.012,0.65,0.008,nan,0.20699868782324973,0.20699868782324973,0.20566400814354133,nan,0.23925000429153442,0.1374068652102437,0.1374068652102437,0.10951289381232988,nan,-3.2393828064414265e-08,0.19772372442155828,0.22965500310700243,0.19580784770043164,0.2162736512249412,0.22883169519644403,0.21552016858665102,-0.03193127868544415,-0.012558043971502841,-0.3320863923819256,-0.31393585295257104,-0.0019158767211266492,-0.0007534826382901705,nan,1.0,0.0,1.521,0.6899956260774991,2.815999984741211,1.0,0,1,1,0,2.0773537158966064,-8.923490524291992,nan,FOLLOW_MAIN,cascade_pd_tracking,follow_main,inner_wheel_pd,lidar_disabled,FOLLOW_MAIN,COMMITTED,UNKNOWN,1,1,1,1,1,1,1,nan,0.9987196922302246,7.271766662597656e-05,nan,nan,nan,0.023802917001376045,0.011193792000995018
1784808922.9221463,1.8315935134887695,-21.1,-0.0211,-21.1,-0.019334729334978484,-19.334729334978483,-0.019334729334978484,-19.334729334978483,-0.15,-0.13724477090214676,-0.13724477090214676,-0.013838178773854782,-0.07975002024198022,-0.010634101134238167,-0.00016605814528625738,-0.0892091010863954,-0.0006380001619358418,0.55,0.012,0.65,0.008,nan,0.20699868782324973,0.20699868782324973,0.20566400814354133,0.12,0.23925000429153442,0.1374068652102437,0.1374068652102437,0.10951289381232988,0.04128944454642303,-3.2393828064414265e-08,0.19772372442155828,0.22965500310700243,0.19580784770043164,0.2162736512249412,0.22883169519644403,0.21552016858665102,-0.03193127868544415,-0.012558043971502841,-0.3320863923819256,-0.31393585295257104,-0.0019158767211266492,-0.0007534826382901705,nan,1.0,0.0,1.521,0.6899956260774991,2.815999984741211,1.0,0,1,1,0,2.0773537158966064,-8.923490524291992,nan,FOLLOW_MAIN,cascade_pd_tracking,follow_main,inner_wheel_pd,lidar_disabled,FOLLOW_MAIN,COMMITTED,UNKNOWN,1,1,1,1,1,1,1,nan,1.3805534839630127,0.38190674781799316,0.0003027915954589844,nan,nan,0.023802917001376045,0.011193792000995018
1784808922.973831,1.8832781314849854,10.700000000000001,0.010700000000000001,10.700000000000001,-0.0004160396095149858,-0.4160396095149858,0.0,0.0,0.076,-0.0029186369015394738,0.0,0.02394175805594395,0.28224566021693936,0.0,0.0002873010966713274,0.0,0.002257965281735515,0.55,0.012,0.65,0.008,nan,0.12,0.12,0.12,0.12,0.12325000017881393,0.05505313673669099,0.05505313673669099,0.041289852552518304,0.041289852552518304,0.12608695030212402,0.11628391327027335,0.11282869476971838,0.11628391327027335,0.12371608672972664,0.12528584538256535,0.12371608672972664,0.0,0.0,-0.0065271480364195375,-0.02136843634504211,0.0,0.0,nan,1.0,0.0,3.134,0.4,2.6389999389648438,1.0,0,1,1,0,1.965538740158081,-9.108932495117188,-2.0575624941040047,FOLLOW_MAIN,cascade_pd_tracking,follow_main,inner_wheel_pd,lidar_disabled,FOLLOW_MAIN,COMMITTED,UNKNOWN,1,1,1,1,1,1,1,nan,0.007173061370849609,0.003599882125854492,0.0001354217529296875,0.014991283416748047,0.011225223541259766,0.061354662000667304,0.05179129499992996
1784808923.0238655,1.9333126544952393,10.4,0.0104,10.4,0.006029586743223105,6.029586743223105,0.0,0.0,0.074,0.04291965612700165,0.04291965612700165,0.016412647268172133,0.3424335536301514,0.0,0.00019695176721806559,0.027897776482551075,0.002739468429041211,0.55,0.012,0.65,0.008,nan,0.12,0.12,0.12,0.12,0.12687499821186066,0.024481584017602413,0.028586459445365243,0.02143984458402396,0.032152018608889686,0.0315217524766922,0.11807041398743784,0.1189082545599176,0.11807041398743784,0.12192958601256215,0.12718178688326598,0.12192958601256215,0.0,0.0,-0.004364432982871675,-0.01428818648762469,0.0,0.0,nan,1.0,0.0,2.5599999999999996,0.4,2.625999927520752,1.0,0,1,1,0,1.9607946872711182,-9.118048667907715,-2.0480743913546946,FOLLOW_MAIN,cascade_pd_tracking,follow_main,inner_wheel_pd,lidar_disabled,FOLLOW_MAIN,COMMITTED,UNKNOWN,1,1,1,1,1,1,1,nan,0.00020170211791992188,0.015966415405273438,0.012388944625854492,0.008496761322021484,0.00449824333190918,0.031109673998798826,0.026539360000242596
1784808923.5043776,2.4138247966766357,16.0,0.016,16.0,0.013695617337954435,13.695617337954435,0.013695617337954435,13.695617337954435,0.113,0.09772375045376414,0.09772375045376414,0.04133777442488453,0.14642216840851363,0.00753258953587494,0.0004960532930986144,0.06352043779494669,0.0011713773472681092,0.55,0.012,0.65,0.008,nan,0.1487645242500619,0.1487645242500619,0.15003725739824328,0.12,0.12687499821186066,-0.029366046663088494,-0.029366046663088494,-0.02397906520975262,0.017653152322582667,0.0315217524766922,0.15074673239982037,0.12660271794480976,0.15219537326712101,0.14678231610030343,0.12850189228260156,0.14787914152936554,0.024144014455010604,0.01828042381770187,0.07203106227252913,0.053994125369309635,0.0014486408673006362,0.001096825429062112,nan,1.0,0.0,1.7419999999999998,0.49588174750020636,2.575000047683716,1.0,0,1,1,0,1.9353137016296387,-9.16720199584961,-2.0480743913546946,FOLLOW_MAIN,cascade_pd_tracking,follow_main,inner_wheel_pd,lidar_disabled,FOLLOW_MAIN,COMMITTED,UNKNOWN,1,1,1,1,1,1,1,nan,0.00012159347534179688,0.46881937980651855,0.4615364074707031,0.48895907402038574,0.48496031761169434,0.06442684500143514,0.0997082580015558
1784808923.9408507,2.8502979278564453,21.6,0.0216,21.6,0.019553014119719783,19.553014119719784,0.019553014119719783,19.553014119719784,0.153,0.13874958223526374,0.13874958223526374,0.01683985039851562,0.09748210889019243,0.010754157765845882,0.00020207820478218745,0.09018722845292143,0.0007798568711215395,0.55,0.012,0.65,0.008,nan,0.15189646545466734,0.15189646545466734,0.15246668445508987,0.15081181188319148,0.1522499918937683,-0.061923947995199666,-0.061923947995199666,-0.05277872766776116,-0.024026840432860016,0.12608695030212402,0.1560763319443433,0.13706903193025874,0.15721676994518838,0.14771659896499137,0.14806389872821482,0.14771659896499137,0.01900730001408457,0.0,-0.04189826656508089,-0.07414066837315589,0.0011404380008450744,0.0,nan,1.0,0.0,1.5999999999999999,0.5063215515155578,2.5169999599456787,1.0,0,1,1,0,1.9075578451156616,-9.222115516662598,-2.0507218115111248,FOLLOW_MAIN,cascade_pd_tracking,follow_main,inner_wheel_pd,lidar_disabled,FOLLOW_MAIN,COMMITTED,HOLD,1,1,1,1,1,1,2,nan,9.131431579589844e-05,0.4082014560699463,0.4047970771789551,0.40117526054382324,0.39763450622558594,0.04151792800075782,0.06348762299967348
1784808923.991342,2.900789260864258,21.6,0.0216,21.6,0.019553014119719783,19.553014119719784,0.019553014119719783,19.553014119719784,0.153,0.13874958223526374,0.13874958223526374,0.01683985039851562,0.09748210889019243,0.010754157765845882,0.00020207820478218745,0.09018722845292143,0.0007798568711215395,0.55,0.012,0.65,0.008,nan,0.1521031808284982,0.1521031808284982,0.15252313751854873,0.15252313751854873,0.1522499918937683,-0.06218673145525415,-0.06218673145525415,-0.05130623403644674,-0.05130623403644674,0.0630435049533844,0.15630078520172785,0.1423022288667097,0.15714069858182894,0.14790557645526853,0.152107291991228,0.14790557645526853,0.013998556335018147,0.0,-0.05929867936085723,-0.05672736143699289,0.0008399133801010888,0.0,nan,1.0,0.0,1.5999999999999999,0.5070106027616607,2.5169999599456787,1.0,0,1,1,0,1.9023942947387695,-9.232810020446777,-2.0305792470108948,FOLLOW_MAIN,cascade_pd_tracking,follow_main,inner_wheel_pd,lidar_disabled,FOLLOW_MAIN,COMMITTED,HOLD,1,1,1,1,1,1,2,nan,0.014997482299804688,0.011463165283203125,0.007961034774780273,0.0041730403900146484,0.00016236305236816406,0.08167406100074004,0.025405841999599943
1784808924.0415094,2.9509565830230713,21.6,0.0216,21.6,0.019553014119719783,19.553014119719784,0.019553014119719783,19.553014119719784,0.153,0.13874958223526374,0.13874958223526374,0.01683985039851562,0.09748210889019243,0.010754157765845882,0.00020207820478218745,0.09018722845292143,0.0007798568711215395,0.55,0.012,0.65,0.008,nan,0.15244059811201366,0.15244059811201366,0.15287098452139786,0.1522501363407081,0.1522499918937683,-0.062338435567935696,-0.062338435567935696,-0.051535897891331575,-0.05280679766228437,0.0630435049533844,0.15664844251284932,0.1423022288667097,0.15750921533161769,0.148232753711178,0.152107291991228,0.148232753711178,0.01434621364613961,0.0,-0.04256429204638572,-0.04265322213403029,0.0008607728187683767,0.0,nan,1.0,0.0,1.5999999999999999,0.5081353270400456,2.5169999599456787,1.0,0,1,1,0,1.9023942947387695,-9.232810020446777,-2.0157008764823177,FOLLOW_MAIN,cascade_pd_tracking,follow_main,inner_wheel_pd,lidar_disabled,FOLLOW_MAIN,COMMITTED,HOLD,1,1,1,1,1,1,2,nan,0.014436960220336914,0.003715991973876953,0.0001354217529296875,0.026767492294311523,0.01864171028137207,0.12444713700097054,0.06817891799983045
1784808924.4335277,3.342974901199341,91.7,0.0917,91.7,0.061256186058955935,61.25618605895593,0.061256186058955935,61.25618605895593,0.58,0.3183654530513871,0.3183654530513871,0.12476806018833457,0.5168404141209008,0.03369090233242577,0.0014972167222600148,0.2069375444834016,0.004134723312967206,0.55,0.012,0.65,0.008,nan,0.15380731902020742,0.15380731902020742,0.15339898193063373,0.1522501363407081,0.1522499918937683,-0.22801649606583863,-0.1672835328189544,-0.12999972838725693,-0.05280679766228437,3.2393828064414265e-08,0.16509895748548684,0.15744764573126466,0.16509895748548684,0.142515680554928,0.15612691687405159,0.1416990063757806,0.0,-0.013611236319123587,-0.026359974020062252,-0.05314685716383635,0.0,-0.0008166741791474152,nan,1.0,0.0,0.485,0.5126910634006914,2.4539999961853027,1.0,0,1,1,0,1.8756192922592163,-9.28853988647461,-2.018348356166179,FOLLOW_MAIN,cascade_pd_tracking,follow_main,inner_wheel_pd,lidar_disabled,FOLLOW_MAIN,COMMITTED,HOLD,1,1,1,1,1,1,2,nan,0.00012946128845214844,0.3957180976867676,0.3921372890472412,0.3881556987762451,0.4106423854827881,0.057389793000766076,0.08013219200074673
