time_wall_s,t_s,active_controller,controller_node,controller_version,controller_mode,outer_mode,mix_mode,curve_zone,avoidance_mode,lane_state,intent_hint,trajectory_hint,planner_status_hint,raw_valid,cmd_published,epsilon_x_mm,e_lat_raw_mm,e_lat_filtered_mm,e_lat_used_mm,theta_raw_rad,theta_filtered_rad,theta_used_rad,de_lat_mps,de_heading_rps,p_lat,d_lat,p_heading,d_heading,outer_kp_lat,outer_kd_lat,outer_kp_heading,outer_kd_heading,curvature_from_error,k_pp_used,k_lat_used,k_theta_used,slow_factor,outer_gain_multiplier,curve_severity,omega_ff,omega_fb,curve_steer_gain,v_target,v_ref,v_cmd_internal,cmd_v,odom_v,omega_raw,omega_target,omega_limit,omega_ref,omega_cmd_internal,cmd_omega,odom_omega,linear_tracking_error,angular_tracking_error,v_left_ref,v_left_measured,v_left_cmd,v_right_ref,v_right_measured,v_right_cmd,left_wheel_error,right_wheel_error,d_left_wheel_error,d_right_wheel_error,left_pd_correction,right_pd_correction,fps,confidence,lookahead_m,curvature,speed_factor,curve_confirmed,center_zone,near_zone,large_error,lane_change,jump_hold,soft_replan_active,avoidance_active,avoidance_reverse,avoidance_offset_m,avoidance_target_offset_m,front_min_m,lidar_ratio,lidar_stop,emergency_stop,cmd_vel_conflict,odom_x,odom_y,odom_yaw,control_error_age_s,state_age_s,ref_age_s,cmd_vel_age_s,odom_age_local_s,scan_age_s,controller_error_age_s,controller_odom_age_s,e_lat_raw_m,e_lat_filtered_m,e_lat_used_m,curve_count,curve_sign,omega_dynamic_limit,brake_scale,odom_v_filtered,odom_omega_filtered,lidar_mode,controller_mode_code,outer_mode_code,mix_mode_code,lidar_mode_code,curve_zone_code,avoidance_mode_code,intent_hint_code,trajectory_hint_code,planner_status_hint_code,state__node,state__version,state__mode,state__outer_mode,state__mix_mode,state__enabled,state__cmd_published,state__cmd_vel_conflict,state__cmd_vel_publishers,state__emergency_stop,state__intent_hint,state__trajectory_hint,state__planner_status_hint,state__lane_state,state__raw_valid,state__raw_valid_reason,state__confidence,state__fps_est,state__error_age_s,state__odom_age_s,state__epsilon_x_mm,state__theta_rad,state__kappa_m,state__lookahead_m,state__e_f_m,state__e_f_mm,state__theta_f_rad,state__e_used_m,state__e_used_mm,state__theta_used_rad,state__de_f,state__dtheta_f,state__outer_kp_lat,state__outer_kd_lat,state__outer_kp_heading,state__outer_kd_heading,state__p_lat,state__d_lat,state__p_heading,state__d_heading,state__omega_raw,state__omega_des,state__omega_target,state__v_des,state__v_target,state__curve_severity,state__curve_zone,state__curve_steer_gain,state__outer_gain_multiplier,state__omega_ff,state__omega_fb,state__omega_limit,state__speed_factor,state__v_ref,state__omega_ref,state__v_left_ref,state__v_right_ref,state__v_left_des,state__v_right_des,state__v_left_measured,state__v_right_measured,state__v_left_odom,state__v_right_odom,state__left_wheel_error,state__right_wheel_error,state__d_left_wheel_error,state__d_right_wheel_error,state__left_pd_correction,state__right_pd_correction,state__v_left_cmd,state__v_right_cmd,state__v_cmd,state__omega_cmd,state__odom_v,state__odom_omega,state__odom_v_filtered,state__odom_omega_filtered,state__odom_x,state__odom_y,state__front_min_m,state__lidar_mode,state__lidar_ratio,state__lidar_stop,state__time_monotonic
1785741694.017572,0.5654034614562988,,,,,,,,,FOLLOW_MAIN,,,,0,0,-3.5,-3.5,nan,nan,-0.025,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.223,nan,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0.0007846355438232422,inf,inf,inf,inf,inf,nan,nan,-0.0035,nan,nan,nan,nan,nan,nan,nan,nan,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785741695.108205,1.656036376953125,,,,,,,,,FOLLOW_MAIN,,,,0,0,-3.5,-3.5,nan,nan,-0.025,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.10950618963385801,nan,nan,nan,nan,nan,nan,-0.517384396132471,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.223,nan,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,1.0914173126220703,inf,inf,7.128715515136719e-05,inf,inf,nan,nan,-0.0035,nan,nan,nan,nan,nan,nan,nan,nan,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785741695.5117083,2.059539794921875,,,,,,,,,FOLLOW_MAIN,,,,0,0,-3.5,-3.5,nan,nan,-0.025,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.10950618963385801,0.11599999666213989,nan,nan,nan,nan,nan,-0.517384396132471,-0.31521734595298767,-0.006493807028281881,-0.20216705017948333,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.223,nan,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0,0,0,2.3775439262390137,0.12300741672515869,0.18761747716946045,1.4949214458465576,inf,inf,0.4035768508911133,0.00013828277587890625,inf,nan,nan,-0.0035,nan,nan,nan,nan,nan,nan,nan,nan,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785741695.9008107,2.4486420154571533,,,,,,,,,FOLLOW_MAIN,,,,0,0,-3.5,-3.5,nan,nan,-0.025,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.10950618963385801,0.11599999666213989,nan,nan,nan,nan,nan,-0.517384396132471,-0.31521734595298767,-0.006493807028281881,-0.20216705017948333,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.223,nan,0,0,0,0,0,0,0,0,0,nan,nan,1.3480000495910645,nan,0,0,0,2.3775439262390137,0.12300741672515869,0.18761747716946045,1.8840234279632568,inf,inf,0.7926781177520752,0.3892393112182617,0.00010657310485839844,nan,nan,-0.0035,nan,nan,nan,nan,nan,nan,nan,nan,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785741696.301478,2.849309206008911,v4,cascade_controller_v4,cascade_controller_v4_fast_smooth_true_cascade_pd_1_0,cascade_pd_tracking,follow_main,inner_wheel_pd,sharp,,FOLLOW_MAIN,FOLLOW_MAIN,COMMITTED,UNKNOWN,1,1,-105.30000000000001,-105.30000000000001,-47.524238395340255,-47.524238395340255,-0.645,-0.31417262853166666,-0.31417262853166666,-0.08184245336388127,-0.49825177199933696,-0.034217451644644986,-0.028644858677358442,-0.21363738740153335,-0.1494755315998011,0.72,0.35,0.68,0.3,nan,nan,nan,nan,nan,1.0,1.002913847332792,-0.1806422038945194,0.42597522932333787,1.18,0.11,0.11,0.10960059114324247,0.10950618963385801,0.10512499511241913,0.28949297000600577,0.28949297000600577,0.8,0.28949297000600577,0.3577912599328434,-0.517384396132471,-0.15760870277881622,0.004381194521438883,-0.3597756933536548,0.09045922452459461,0.12562133424507743,0.08276624664827921,0.12954077547540538,0.1006741861536638,0.13643493563820572,-0.03516210972048282,0.028866589321741576,0.010671565547704792,0.13587762800429573,-0.0076929778763154015,0.0068941601628003295,15.722279521294107,1.0,0.0,-1.347,0.34375,0,0,0,0,0,0,0,0,0,nan,nan,1.284000039100647,1.0,0,0,0,2.549351930618286,0.10102467983961105,0.18761747716946045,2.2846906185150146,9.870529174804688e-05,inf,1.1933443546295166,0.7899055480957031,0.4007730484008789,0.025936778000186678,0.013329908000059731,-0.1053,-0.04752423839534026,-0.04752423839534026,nan,nan,nan,nan,0.11314776019937062,-0.18479368956602688,lidar_disabled,1,1,1,1,1,0,1,1,1,cascade_controller_v4,cascade_controller_v4_fast_smooth_true_cascade_pd_1_0,cascade_pd_tracking,follow_main,inner_wheel_pd,True,True,False,"[""cascade_controller_v4""]",False,FOLLOW_MAIN,COMMITTED,UNKNOWN,FOLLOW_MAIN,True,ok,1.0,15.722279521294107,0.025936778000186678,0.013329908000059731,-105.30000000000001,-0.645,-1.347,0.0,-0.04752423839534026,-47.524238395340255,-0.31417262853166666,-0.04752423839534026,-47.524238395340255,-0.31417262853166666,-0.08184245336388127,-0.49825177199933696,0.72,0.35,0.68,0.3,-0.034217451644644986,-0.028644858677358442,-0.21363738740153335,-0.1494755315998011,0.28949297000600577,0.28949297000600577,0.28949297000600577,0.11,0.11,1.002913847332792,sharp,1.18,1.0,-0.1806422038945194,0.42597522932333787,0.8,0.34375,0.11,0.28949297000600577,0.09045922452459461,0.12954077547540538,0.09045922452459461,0.12954077547540538,0.12562133424507743,0.1006741861536638,0.12562133424507743,0.1006741861536638,-0.03516210972048282,0.028866589321741576,0.010671565547704792,0.13587762800429573,-0.0076929778763154015,0.0068941601628003295,0.08276624664827921,0.13643493563820572,0.10960059114324247,0.3577912599328434,0.10512499511241913,-0.15760870277881622,0.11314776019937062,-0.18479368956602688,2.549351930618286,0.10102467983961105,1.284000039100647,lidar_disabled,1.0,False,1790.99959454
1785741696.7180374,3.265868902206421,v4,cascade_controller_v4,cascade_controller_v4_fast_smooth_true_cascade_pd_1_0,cascade_pd_tracking,follow_main,inner_wheel_pd,sharp,,FOLLOW_MAIN,FOLLOW_MAIN,COMMITTED,UNKNOWN,1,1,-105.30000000000001,-105.30000000000001,-47.524238395340255,-47.524238395340255,-0.645,-0.31417262853166666,-0.31417262853166666,-0.08184245336388127,-0.49825177199933696,-0.034217451644644986,-0.028644858677358442,-0.21363738740153335,-0.1494755315998011,0.72,0.35,0.68,0.3,nan,nan,nan,nan,nan,1.0,1.002913847332792,-0.1806422038945194,0.42597522932333787,1.18,0.11,0.11,0.10960059114324247,0.10950618963385801,0.10512499511241913,0.28949297000600577,0.28949297000600577,0.8,0.28949297000600577,0.3577912599328434,-0.517384396132471,-0.15760870277881622,0.004381194521438883,-0.3597756933536548,0.09045922452459461,0.12562133424507743,0.08276624664827921,0.12954077547540538,0.1006741861536638,0.13643493563820572,-0.03516210972048282,0.028866589321741576,0.010671565547704792,0.13587762800429573,-0.0076929778763154015,0.0068941601628003295,15.722279521294107,1.0,0.0,-1.347,0.34375,0,0,0,0,0,0,0,0,0,nan,nan,1.284000039100647,1.0,0,0,0,2.549351930618286,0.10102467983961105,0.18761747716946045,2.701251745223999,0.41666078567504883,0.00012183189392089844,1.6099069118499756,1.2064685821533203,0.8173367977142334,0.025936778000186678,0.013329908000059731,-0.1053,-0.04752423839534026,-0.04752423839534026,nan,nan,nan,nan,0.11314776019937062,-0.18479368956602688,lidar_disabled,1,1,1,1,1,0,1,1,1,cascade_controller_v4,cascade_controller_v4_fast_smooth_true_cascade_pd_1_0,cascade_pd_tracking,follow_main,inner_wheel_pd,True,True,False,"[""cascade_controller_v4""]",False,FOLLOW_MAIN,COMMITTED,UNKNOWN,FOLLOW_MAIN,True,ok,1.0,15.722279521294107,0.025936778000186678,0.013329908000059731,-105.30000000000001,-0.645,-1.347,0.0,-0.04752423839534026,-47.524238395340255,-0.31417262853166666,-0.04752423839534026,-47.524238395340255,-0.31417262853166666,-0.08184245336388127,-0.49825177199933696,0.72,0.35,0.68,0.3,-0.034217451644644986,-0.028644858677358442,-0.21363738740153335,-0.1494755315998011,0.28949297000600577,0.28949297000600577,0.28949297000600577,0.11,0.11,1.002913847332792,sharp,1.18,1.0,-0.1806422038945194,0.42597522932333787,0.8,0.34375,0.11,0.28949297000600577,0.09045922452459461,0.12954077547540538,0.09045922452459461,0.12954077547540538,0.12562133424507743,0.1006741861536638,0.12562133424507743,0.1006741861536638,-0.03516210972048282,0.028866589321741576,0.010671565547704792,0.13587762800429573,-0.0076929778763154015,0.0068941601628003295,0.08276624664827921,0.13643493563820572,0.10960059114324247,0.3577912599328434,0.10512499511241913,-0.15760870277881622,0.11314776019937062,-0.18479368956602688,2.549351930618286,0.10102467983961105,1.284000039100647,lidar_disabled,1.0,False,1790.99959454
1785741697.1259737,3.673804998397827,v4,cascade_controller_v4,cascade_controller_v4_fast_smooth_true_cascade_pd_1_0,cascade_pd_tracking,follow_main,inner_wheel_pd,sharp,,FOLLOW_MAIN,FOLLOW_MAIN,COMMITTED,UNKNOWN,1,1,-105.30000000000001,-105.30000000000001,-47.524238395340255,-47.524238395340255,-0.645,-0.31417262853166666,-0.31417262853166666,-0.08184245336388127,-0.49825177199933696,-0.034217451644644986,-0.028644858677358442,-0.21363738740153335,-0.1494755315998011,0.72,0.35,0.68,0.3,nan,nan,nan,nan,nan,1.0,1.002913847332792,-0.1806422038945194,0.42597522932333787,1.18,0.11,0.11,0.10960059114324247,0.10950618963385801,0.10512499511241913,0.28949297000600577,0.28949297000600577,0.8,0.28949297000600577,0.3577912599328434,-0.517384396132471,-0.15760870277881622,0.004381194521438883,-0.3597756933536548,0.09045922452459461,0.12562133424507743,0.08276624664827921,0.12954077547540538,0.1006741861536638,0.13643493563820572,-0.03516210972048282,0.028866589321741576,0.010671565547704792,0.13587762800429573,-0.0076929778763154015,0.0068941601628003295,15.722279521294107,1.0,0.0,-1.347,0.34375,0,0,0,0,0,0,0,0,0,nan,nan,1.284000039100647,1.0,0,0,0,2.549351930618286,0.10102467983961105,0.18761747716946045,8.130073547363281e-05,0.8245952129364014,0.40805649757385254,2.01784086227417,1.6144022941589355,1.2252702713012695,0.025936778000186678,0.013329908000059731,-0.1053,-0.04752423839534026,-0.04752423839534026,nan,nan,nan,nan,0.11314776019937062,-0.18479368956602688,lidar_disabled,1,1,1,1,1,0,1,1,1,cascade_controller_v4,cascade_controller_v4_fast_smooth_true_cascade_pd_1_0,cascade_pd_tracking,follow_main,inner_wheel_pd,True,True,False,"[""cascade_controller_v4""]",False,FOLLOW_MAIN,COMMITTED,UNKNOWN,FOLLOW_MAIN,True,ok,1.0,15.722279521294107,0.025936778000186678,0.013329908000059731,-105.30000000000001,-0.645,-1.347,0.0,-0.04752423839534026,-47.524238395340255,-0.31417262853166666,-0.04752423839534026,-47.524238395340255,-0.31417262853166666,-0.08184245336388127,-0.49825177199933696,0.72,0.35,0.68,0.3,-0.034217451644644986,-0.028644858677358442,-0.21363738740153335,-0.1494755315998011,0.28949297000600577,0.28949297000600577,0.28949297000600577,0.11,0.11,1.002913847332792,sharp,1.18,1.0,-0.1806422038945194,0.42597522932333787,0.8,0.34375,0.11,0.28949297000600577,0.09045922452459461,0.12954077547540538,0.09045922452459461,0.12954077547540538,0.12562133424507743,0.1006741861536638,0.12562133424507743,0.1006741861536638,-0.03516210972048282,0.028866589321741576,0.010671565547704792,0.13587762800429573,-0.0076929778763154015,0.0068941601628003295,0.08276624664827921,0.13643493563820572,0.10960059114324247,0.3577912599328434,0.10512499511241913,-0.15760870277881622,0.11314776019937062,-0.18479368956602688,2.549351930618286,0.10102467983961105,1.284000039100647,lidar_disabled,1.0,False,1790.99959454
1785741697.526927,4.074758768081665,v4,cascade_controller_v4,cascade_controller_v4_fast_smooth_true_cascade_pd_1_0,cascade_pd_tracking,follow_main,inner_wheel_pd,sharp,,FOLLOW_MAIN,FOLLOW_MAIN,COMMITTED,UNKNOWN,1,1,-105.30000000000001,-105.30000000000001,-47.524238395340255,-47.524238395340255,-0.645,-0.31417262853166666,-0.31417262853166666,-0.08184245336388127,-0.49825177199933696,-0.034217451644644986,-0.028644858677358442,-0.21363738740153335,-0.1494755315998011,0.72,0.35,0.68,0.3,nan,nan,nan,nan,nan,1.0,1.002913847332792,-0.1806422038945194,0.42597522932333787,1.18,0.11,0.11,0.10960059114324247,0.11260923275986504,0.10512499511241913,0.28949297000600577,0.28949297000600577,0.8,0.28949297000600577,0.3577912599328434,0.7078017780006887,-0.15760870277881622,0.007484237647445907,0.8654104807795049,0.09045922452459461,0.12562133424507743,0.08276624664827921,0.12954077547540538,0.1006741861536638,0.13643493563820572,-0.03516210972048282,0.028866589321741576,0.010671565547704792,0.13587762800429573,-0.0076929778763154015,0.0068941601628003295,15.722279521294107,1.0,0.0,-1.347,0.34375,0,0,0,0,0,0,0,0,0,nan,nan,1.284000039100647,1.0,0,0,0,2.549351930618286,0.10102467983961105,0.18761747716946045,0.4010612964630127,1.2255754470825195,0.8090367317199707,9.560585021972656e-05,2.0153822898864746,1.6262495517730713,0.025936778000186678,0.013329908000059731,-0.1053,-0.04752423839534026,-0.04752423839534026,nan,nan,nan,nan,0.11314776019937062,-0.18479368956602688,lidar_disabled,1,1,1,1,1,0,1,1,1,cascade_controller_v4,cascade_controller_v4_fast_smooth_true_cascade_pd_1_0,cascade_pd_tracking,follow_main,inner_wheel_pd,True,True,False,"[""cascade_controller_v4""]",False,FOLLOW_MAIN,COMMITTED,UNKNOWN,FOLLOW_MAIN,True,ok,1.0,15.722279521294107,0.025936778000186678,0.013329908000059731,-105.30000000000001,-0.645,-1.347,0.0,-0.04752423839534026,-47.524238395340255,-0.31417262853166666,-0.04752423839534026,-47.524238395340255,-0.31417262853166666,-0.08184245336388127,-0.49825177199933696,0.72,0.35,0.68,0.3,-0.034217451644644986,-0.028644858677358442,-0.21363738740153335,-0.1494755315998011,0.28949297000600577,0.28949297000600577,0.28949297000600577,0.11,0.11,1.002913847332792,sharp,1.18,1.0,-0.1806422038945194,0.42597522932333787,0.8,0.34375,0.11,0.28949297000600577,0.09045922452459461,0.12954077547540538,0.09045922452459461,0.12954077547540538,0.12562133424507743,0.1006741861536638,0.12562133424507743,0.1006741861536638,-0.03516210972048282,0.028866589321741576,0.010671565547704792,0.13587762800429573,-0.0076929778763154015,0.0068941601628003295,0.08276624664827921,0.13643493563820572,0.10960059114324247,0.3577912599328434,0.10512499511241913,-0.15760870277881622,0.11314776019937062,-0.18479368956602688,2.549351930618286,0.10102467983961105,1.284000039100647,lidar_disabled,1.0,False,1790.99959454
1785741697.9267282,4.474559545516968,v4,cascade_controller_v4,cascade_controller_v4_fast_smooth_true_cascade_pd_1_0,cascade_pd_tracking,follow_main,inner_wheel_pd,sharp,,FOLLOW_MAIN,FOLLOW_MAIN,COMMITTED,UNKNOWN,1,1,-105.30000000000001,-105.30000000000001,-47.524238395340255,-47.524238395340255,-0.645,-0.31417262853166666,-0.31417262853166666,-0.08184245336388127,-0.49825177199933696,-0.034217451644644986,-0.028644858677358442,-0.21363738740153335,-0.1494755315998011,0.72,0.35,0.68,0.3,nan,nan,nan,nan,nan,1.0,1.002913847332792,-0.1806422038945194,0.42597522932333787,1.18,0.11,0.11,0.10960059114324247,0.11260923275986504,0.10512499511241913,0.28949297000600577,0.28949297000600577,0.8,0.28949297000600577,0.3577912599328434,0.7078017780006887,-0.15760870277881622,0.007484237647445907,0.8654104807795049,0.09045922452459461,0.12562133424507743,0.08276624664827921,0.12954077547540538,0.1006741861536638,0.13643493563820572,-0.03516210972048282,0.028866589321741576,0.010671565547704792,0.13587762800429573,-0.0076929778763154015,0.0068941601628003295,15.722279521294107,1.0,0.0,-1.347,0.34375,0,0,0,0,0,0,0,0,0,nan,nan,1.284000039100647,1.0,0,0,0,2.549351930618286,0.10102467983961105,-0.30847161552848995,0.800835132598877,1.6253492832183838,1.2088098526000977,0.3998689651489258,7.82012939453125e-05,2.0260226726531982,0.025936778000186678,0.013329908000059731,-0.1053,-0.04752423839534026,-0.04752423839534026,nan,nan,nan,nan,0.11314776019937062,-0.18479368956602688,lidar_disabled,1,1,1,1,1,0,1,1,1,cascade_controller_v4,cascade_controller_v4_fast_smooth_true_cascade_pd_1_0,cascade_pd_tracking,follow_main,inner_wheel_pd,True,True,False,"[""cascade_controller_v4""]",False,FOLLOW_MAIN,COMMITTED,UNKNOWN,FOLLOW_MAIN,True,ok,1.0,15.722279521294107,0.025936778000186678,0.013329908000059731,-105.30000000000001,-0.645,-1.347,0.0,-0.04752423839534026,-47.524238395340255,-0.31417262853166666,-0.04752423839534026,-47.524238395340255,-0.31417262853166666,-0.08184245336388127,-0.49825177199933696,0.72,0.35,0.68,0.3,-0.034217451644644986,-0.028644858677358442,-0.21363738740153335,-0.1494755315998011,0.28949297000600577,0.28949297000600577,0.28949297000600577,0.11,0.11,1.002913847332792,sharp,1.18,1.0,-0.1806422038945194,0.42597522932333787,0.8,0.34375,0.11,0.28949297000600577,0.09045922452459461,0.12954077547540538,0.09045922452459461,0.12954077547540538,0.12562133424507743,0.1006741861536638,0.12562133424507743,0.1006741861536638,-0.03516210972048282,0.028866589321741576,0.010671565547704792,0.13587762800429573,-0.0076929778763154015,0.0068941601628003295,0.08276624664827921,0.13643493563820572,0.10960059114324247,0.3577912599328434,0.10512499511241913,-0.15760870277881622,0.11314776019937062,-0.18479368956602688,2.549351930618286,0.10102467983961105,1.284000039100647,lidar_disabled,1.0,False,1790.99959454
1785741698.4069872,4.9548187255859375,v4,cascade_controller_v4,cascade_controller_v4_fast_smooth_true_cascade_pd_1_0,cascade_pd_tracking,follow_main,inner_wheel_pd,sharp,,FOLLOW_MAIN,FOLLOW_MAIN,COMMITTED,UNKNOWN,1,1,-105.30000000000001,-105.30000000000001,-47.524238395340255,-47.524238395340255,-0.645,-0.31417262853166666,-0.31417262853166666,-0.08184245336388127,-0.49825177199933696,-0.034217451644644986,-0.028644858677358442,-0.21363738740153335,-0.1494755315998011,0.72,0.35,0.68,0.3,nan,nan,nan,nan,nan,1.0,1.002913847332792,-0.1806422038945194,0.42597522932333787,1.18,0.11,0.11,0.10960059114324247,0.11260923275986504,0.10512499511241913,0.28949297000600577,0.28949297000600577,0.8,0.28949297000600577,0.3577912599328434,0.7078017780006887,-0.15760870277881622,0.007484237647445907,0.8654104807795049,0.09045922452459461,0.12562133424507743,0.08276624664827921,0.12954077547540538,0.1006741861536638,0.13643493563820572,-0.03516210972048282,0.028866589321741576,0.010671565547704792,0.13587762800429573,-0.0076929778763154015,0.0068941601628003295,15.722279521294107,1.0,0.0,-1.347,0.34375,0,0,0,0,0,0,0,0,0,nan,nan,1.284000039100647,1.0,0,0,0,2.549351930618286,0.10102467983961105,-0.30847161552848995,1.281095027923584,2.105609178543091,1.689070463180542,0.8801298141479492,0.48033928871154785,9.560585021972656e-05,0.025936778000186678,0.013329908000059731,-0.1053,-0.04752423839534026,-0.04752423839534026,nan,nan,nan,nan,0.11314776019937062,-0.18479368956602688,lidar_disabled,1,1,1,1,1,0,1,1,1,cascade_controller_v4,cascade_controller_v4_fast_smooth_true_cascade_pd_1_0,cascade_pd_tracking,follow_main,inner_wheel_pd,True,True,False,"[""cascade_controller_v4""]",False,FOLLOW_MAIN,COMMITTED,UNKNOWN,FOLLOW_MAIN,True,ok,1.0,15.722279521294107,0.025936778000186678,0.013329908000059731,-105.30000000000001,-0.645,-1.347,0.0,-0.04752423839534026,-47.524238395340255,-0.31417262853166666,-0.04752423839534026,-47.524238395340255,-0.31417262853166666,-0.08184245336388127,-0.49825177199933696,0.72,0.35,0.68,0.3,-0.034217451644644986,-0.028644858677358442,-0.21363738740153335,-0.1494755315998011,0.28949297000600577,0.28949297000600577,0.28949297000600577,0.11,0.11,1.002913847332792,sharp,1.18,1.0,-0.1806422038945194,0.42597522932333787,0.8,0.34375,0.11,0.28949297000600577,0.09045922452459461,0.12954077547540538,0.09045922452459461,0.12954077547540538,0.12562133424507743,0.1006741861536638,0.12562133424507743,0.1006741861536638,-0.03516210972048282,0.028866589321741576,0.010671565547704792,0.13587762800429573,-0.0076929778763154015,0.0068941601628003295,0.08276624664827921,0.13643493563820572,0.10960059114324247,0.3577912599328434,0.10512499511241913,-0.15760870277881622,0.11314776019937062,-0.18479368956602688,2.549351930618286,0.10102467983961105,1.284000039100647,lidar_disabled,1.0,False,1790.99959454
