t_s,wall_time_s,debug_age_s,cmd_age_s,odom_age_s,control_error_age_s,mode,mode_code,raw_valid,cmd_published,lane_state,confidence,fps_est,epsilon_x_mm,e_x_f_mm,e_x_used_mm,theta_raw_rad,theta_f_rad,theta_used_rad,de_x_f,dtheta_f,k_lat_used,k_theta_used,kd_lat,kd_theta,p_lat,p_theta,d_lat,d_theta,v_des,v_ref,v_cmd_internal,cmd_v_topic,odom_v,omega_raw,omega_des,omega_ref,omega_cmd_internal,cmd_omega_topic,odom_omega,omega_limit,curve_confirmed,curve_evidence,center_zone,near_zone,large_error,slow_factor,kappa_m,L_d_m,v_left_est,v_right_est,delta_v_cmd,odom_x,odom_y,odom_yaw,linear_tracking_error,angular_tracking_error
0.4291348457336426,1784882485.198578,3.361701965332031e-05,nan,nan,nan,center_cruise,1,1,1,FOLLOW_MAIN,1.0,5.151581347307148,-3.9000000000000004,-2.8735619408101765,0.0,-0.028,-0.020204612767926195,0.0,0.0,0.0,0.0,0.0,0.012,0.018,0.0,0.0,0.0,0.0,0.15454744041921442,0.15454744041921442,0.15454744041921442,nan,nan,0.0,0.0,0.0,0.0,nan,nan,0.015,0,0.0,1,1,0,0.9610471114505458,-0.486,nan,0.15454744041921442,0.15454744041921442,0.0,nan,nan,nan,nan,nan
1.2514197826385498,1784882486.0208628,0.8223190307617188,8.130073547363281e-05,nan,nan,center_cruise,1,1,1,FOLLOW_MAIN,1.0,5.151581347307148,-3.9000000000000004,-2.8735619408101765,0.0,-0.028,-0.020204612767926195,0.0,0.0,0.0,0.0,0.0,0.012,0.018,0.0,0.0,0.0,0.0,0.15454744041921442,0.15454744041921442,0.15454744041921442,0.1276344780877146,nan,0.0,0.0,0.0,0.0,0.0,nan,0.015,0,0.0,1,1,0,0.9610471114505458,-0.486,nan,0.15454744041921442,0.15454744041921442,0.0,nan,nan,nan,nan,nan
1.5549609661102295,1784882486.3244038,1.1258606910705566,0.3036231994628906,5.4836273193359375e-05,nan,center_cruise,1,1,1,FOLLOW_MAIN,1.0,5.151581347307148,-3.9000000000000004,-2.8735619408101765,0.0,-0.028,-0.020204612767926195,0.0,0.0,0.0,0.0,0.0,0.012,0.018,0.0,0.0,0.0,0.0,0.15454744041921442,0.15454744041921442,0.15454744041921442,0.1276344780877146,0.14137499034404755,0.0,0.0,0.0,0.0,0.0,0.03152172267436981,0.015,0,0.0,1,1,0,0.9610471114505458,-0.486,nan,0.15454744041921442,0.15454744041921442,0.0,11.450591087341309,1.2667014598846436,2.6877494712716112,-0.013740512256332937,-0.03152172267436981
1.9457097053527832,1784882486.7151525,7.891654968261719e-05,0.3679366111755371,0.35822176933288574,0.37517476081848145,center_cruise,1,1,1,FOLLOW_MAIN,1.0,3.351309967809497,-4.800000000000001,-4.8996920387096665,0.0,-0.034,-0.034997629555512146,-0.034997629555512146,0.0,-0.007923281356631635,0.0,0.0,0.012,0.018,0.0,0.0,0.0,0.0,0.1005392990342849,0.1005392990342849,0.1005392990342849,0.10211908864071936,0.11599999666213989,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0,0.0,1,1,0,0.9347106967227188,0.817,nan,0.1005392990342849,0.1005392990342849,0.0,11.423674583435059,1.279778242111206,2.6903654131598262,-0.01388090802142053,0.0
2.2978672981262207,1784882487.06731,0.3522377014160156,7.176399230957031e-05,0.7103807926177979,0.7273340225219727,center_cruise,1,1,1,FOLLOW_MAIN,1.0,3.351309967809497,-4.800000000000001,-4.8996920387096665,0.0,-0.034,-0.034997629555512146,-0.034997629555512146,0.0,-0.007923281356631635,0.0,0.0,0.012,0.018,0.0,0.0,0.0,0.0,0.1005392990342849,0.1005392990342849,0.1005392990342849,0.10515557956320307,0.11599999666213989,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0,0.0,1,1,0,0.9347106967227188,0.817,nan,0.1005392990342849,0.1005392990342849,0.0,11.423674583435059,1.279778242111206,2.6903654131598262,-0.010844417098936826,0.0
2.6185693740844727,1784882487.3880117,0.6729388236999512,0.320772647857666,5.221366882324219e-05,1.048034429550171,center_cruise,1,1,1,FOLLOW_MAIN,1.0,3.351309967809497,-4.800000000000001,-4.8996920387096665,0.0,-0.034,-0.034997629555512146,-0.034997629555512146,0.0,-0.007923281356631635,0.0,0.0,0.012,0.018,0.0,0.0,0.0,0.0,0.1005392990342849,0.1005392990342849,0.1005392990342849,0.10515557956320307,0.09062499552965164,0.0,0.0,0.0,0.0,0.0,-0.03152172267436981,0.015,0,0.0,1,1,0,0.9347106967227188,0.817,nan,0.1005392990342849,0.1005392990342849,0.0,11.350763320922852,1.3149268627166748,2.6907764533522975,0.014530584033551425,0.03152172267436981
2.9298148155212402,1784882487.6992574,5.9604644775390625e-05,0.3000328540802002,0.29650259017944336,0.3078043460845947,center_cruise,1,1,1,FOLLOW_MAIN,1.0,3.4884407065094862,1.3,-1.0760821186075833,0.0,0.01,-0.007556885343055354,0.0,0.0,0.02649856176083683,0.0,0.0,0.012,0.018,0.0,0.0,0.0,0.0,0.10465322119528458,0.10465322119528458,0.10465322119528458,0.11180899302691112,0.101500004529953,0.0,0.0,0.0,0.0,0.0,-0.0630434900522232,0.015,0,1.0,1,1,0,0.9029637763373154,1.926,nan,0.10465322119528458,0.10465322119528458,0.0,11.34308910369873,1.3186416625976562,2.6854807210338083,0.010308988496958119,0.0630434900522232
3.272733211517334,1784882488.0421758,5.221366882324219e-05,0.3222482204437256,0.3019099235534668,0.3330094814300537,center_cruise,1,1,1,FOLLOW_MAIN,1.0,3.4884407065094862,1.3,-1.0760821186075833,0.0,0.01,-0.007556885343055354,0.0,0.0,0.02649856176083683,0.0,0.0,0.012,0.018,0.0,0.0,0.0,0.0,0.10465322119528458,0.10465322119528458,0.10465322119528458,0.10465322119528458,0.10512500256299973,0.0,0.0,0.0,0.0,0.0,-0.0315217524766922,0.015,0,1.0,1,1,0,0.9029637763373154,1.926,nan,0.10465322119528458,0.10465322119528458,0.0,11.27640438079834,1.3508473634719849,2.690745955152818,-0.00047178136771514056,0.0315217524766922
3.6108551025390625,1784882488.3802977,7.486343383789062e-05,0.31629109382629395,0.3128485679626465,0.6711318492889404,center_cruise,1,1,1,FOLLOW_MAIN,1.0,4.029666645969959,8.200000000000001,3.8724981306757855,0.0,0.058,0.028255646316266984,0.028255646316266984,0.0,0.0619105759988558,0.0,0.0,0.012,0.018,0.0,0.0,0.0,0.0,0.12088999937909876,0.10112954713269268,0.10112954713269268,0.10465322119528458,0.11962500214576721,0.0,0.0,0.0,0.0,0.0,-0.0315217524766922,0.015,0,1.0,1,1,0,0.8874845478919446,1.9580000000000002,nan,0.10112954713269268,0.10112954713269268,0.0,11.247410774230957,1.3648496866226196,2.690557127766221,-0.014971780950482627,0.0315217524766922
3.959679126739502,1784882488.7291214,6.842613220214844e-05,0.32789039611816406,0.3165314197540283,0.3385927677154541,near_center_pd,2,1,1,FOLLOW_MAIN,1.0,4.788608802962727,14.100000000000001,10.69844972909218,0.0,0.1,0.0765862258944964,0.0765862258944964,0.0,0.10084283650159176,0.24,0.22,0.012,0.018,-0.0,-0.016848969696789208,-0.0,-0.0018151710570286515,0.14365826408888183,0.1343568625635246,0.1343568625635246,0.10825889965264344,0.09787499904632568,-0.018664140753817858,-0.018664140753817858,-0.004484176179794304,-0.004484176179794304,0.0,-0.031521737575531006,0.07,0,1.0,0,1,0,0.8690628719059529,1.64,nan,0.13465954445566072,0.1340541806713885,-0.0006053637842722281,11.211870193481445,1.3820828199386597,2.6857658878698403,0.010383900606317761,0.031521737575531006
